"","cnt","w_schgrnrabwt","st004d01t","cntschid","cntstuid","oecd","age","misssc","workpay","immig","bsmj","relatst","learres","famsupsl","hisced","hisei","homepos","ictsch","icthome","ictqual","ictout","ictwkdy","icteffic","ictenq","ictfeed","pv1math","pv2math","pv3math","pv4math","pv5math","pv6math","pv7math","pv8math","pv9math","pv10math","pv1read","pv2read","pv3read","pv4read","pv5read","pv6read","pv7read","pv8read","pv9read","pv10read","pv1scie","pv2scie","pv3scie","pv4scie","pv5scie","pv6scie","pv7scie","pv8scie","pv9scie","pv10scie","w_fsturwt1","w_fsturwt2","w_fsturwt3","w_fsturwt4","w_fsturwt5","w_fsturwt6","w_fsturwt7","w_fsturwt8","w_fsturwt9","w_fsturwt10","w_fsturwt11","w_fsturwt12","w_fsturwt13","w_fsturwt14","w_fsturwt15","w_fsturwt16","w_fsturwt17","w_fsturwt18","w_fsturwt19","w_fsturwt20","w_fsturwt21","w_fsturwt22","w_fsturwt23","w_fsturwt24","w_fsturwt25","w_fsturwt26","w_fsturwt27","w_fsturwt28","w_fsturwt29","w_fsturwt30","w_fsturwt31","w_fsturwt32","w_fsturwt33","w_fsturwt34","w_fsturwt35","w_fsturwt36","w_fsturwt37","w_fsturwt38","w_fsturwt39","w_fsturwt40","w_fsturwt41","w_fsturwt42","w_fsturwt43","w_fsturwt44","w_fsturwt45","w_fsturwt46","w_fsturwt47","w_fsturwt48","w_fsturwt49","w_fsturwt50","w_fsturwt51","w_fsturwt52","w_fsturwt53","w_fsturwt54","w_fsturwt55","w_fsturwt56","w_fsturwt57","w_fsturwt58","w_fsturwt59","w_fsturwt60","w_fsturwt61","w_fsturwt62","w_fsturwt63","w_fsturwt64","w_fsturwt65","w_fsturwt66","w_fsturwt67","w_fsturwt68","w_fsturwt69","w_fsturwt70","w_fsturwt71","w_fsturwt72","w_fsturwt73","w_fsturwt74","w_fsturwt75","w_fsturwt76","w_fsturwt77","w_fsturwt78","w_fsturwt79","w_fsturwt80","w_fstuwt","workpay_recode","immig_recode"
"2273","UNITED STATES",43.72516,"FEMALE","84000081",84002387,"YES",15.67,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",68.7,1.2478,0.1152,-1.3024,"ISCED LEVEL 7",65.01,-0.1966,0.4062,0.3346,1.7567,1.7808,0.7329,0.0335,1.2987,0.5964,619.665,573.792,536.435,577.04,555.681,543.908,616.971,596.242,562.451,558.896,692.732,718.525,713.069,721.001,693.514,625.643,686.051,665.323,613.709,589.289,708.992,693.682,659.25,680.482,679.417,604.692,676.222,683.298,646.18,634.659,320.4388,327.9508,874.7687,932.7426,356.4207,356.4207,932.7426,861.9359,950.7085,874.7687,356.4207,874.7687,320.4388,874.7687,320.4388,356.4207,346.7624,320.4388,932.7426,932.7426,855.8202,845.3505,310.9142,291.5896,781.1779,781.1779,291.5896,316.9028,287.312,310.9142,781.1779,310.9142,855.8202,310.9142,855.8202,781.1779,787.4597,855.8202,291.5896,291.5896,787.4597,781.1779,287.312,316.9028,845.3505,845.3505,316.9028,291.5896,310.9142,287.312,845.3505,287.312,787.4597,287.312,787.4597,845.3505,855.8202,787.4597,316.9028,316.9028,346.7624,356.4207,950.7085,861.9359,327.9508,327.9508,861.9359,932.7426,874.7687,950.7085,327.9508,950.7085,346.7624,950.7085,346.7624,327.9508,320.4388,346.7624,861.9359,861.9359,603.1797,0,0
"2274","UNITED STATES",43.72516,"MALE","84000081",84005424,"YES",15.42,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",30.78,-0.1446,0.0593,-0.4342,"ISCED LEVEL 3.4",88.7,0.0723,0.4062,0.3456,-0.5737,-0.0551,-0.8754,-0.568,-0.9399,-0.0991,515.694,533.052,512.83,501.18,472.982,472.06,477.717,555.206,499.656,472.889,516.843,581.782,532.623,587.579,600.047,505.213,551.527,543.99,502.599,559.912,550.972,519.566,533.203,576.097,567.518,529.334,512.763,537.048,516.063,565.34,284.8345,291.5119,777.5722,829.1046,316.8184,316.8184,829.1046,766.1653,845.0743,777.5722,316.8184,777.5722,284.8345,777.5722,284.8345,316.8184,308.2333,284.8345,829.1046,829.1046,760.729,751.4227,276.3682,259.1907,694.3804,694.3804,259.1907,281.6914,255.3884,276.3682,694.3804,276.3682,760.729,276.3682,760.729,694.3804,699.9642,760.729,259.1907,259.1907,699.9642,694.3804,255.3884,281.6914,751.4227,751.4227,281.6914,259.1907,276.3682,255.3884,751.4227,255.3884,699.9642,255.3884,699.9642,751.4227,760.729,699.9642,281.6914,281.6914,308.2333,316.8184,845.0743,766.1653,291.5119,291.5119,766.1653,829.1046,777.5722,845.0743,291.5119,845.0743,308.2333,845.0743,308.2333,291.5119,284.8345,308.2333,766.1653,766.1653,536.1598,0,1
"2275","UNITED STATES",43.72516,"FEMALE","84000081",84005091,"YES",15.67,"NEVER MISSED SCHOOL FOR >3 MONTHS","2 TIMES OF WORKING FOR PAY PER WEEK","FIRST-GENERATION STUDENT",88.31,-0.3373,0.3135,0.8471,"ISCED LEVEL 6",50.15,-0.1272,0.4062,0.3346,0.3623,-0.4276,1.0899,-0.7886,-0.9469,0.3074,463.913,466.357,465.918,434.978,419.111,454.422,405.95,431.461,425.881,428.416,452.032,388.693,375.905,410.842,346.002,414.201,416.734,393.677,415.101,367.831,424.495,460.826,395.686,423.701,380.772,408.741,412.277,414.73,453.25,447.067,320.4388,327.9508,874.7687,932.7426,356.4207,356.4207,932.7426,861.9359,950.7085,874.7687,356.4207,874.7687,320.4388,874.7687,320.4388,356.4207,346.7624,320.4388,932.7426,932.7426,855.8202,845.3505,310.9142,291.5896,781.1779,781.1779,291.5896,316.9028,287.312,310.9142,781.1779,310.9142,855.8202,310.9142,855.8202,781.1779,787.4597,855.8202,291.5896,291.5896,787.4597,781.1779,287.312,316.9028,845.3505,845.3505,316.9028,291.5896,310.9142,287.312,845.3505,287.312,787.4597,287.312,787.4597,845.3505,855.8202,787.4597,316.9028,316.9028,346.7624,356.4207,950.7085,861.9359,327.9508,327.9508,861.9359,932.7426,874.7687,950.7085,327.9508,950.7085,346.7624,950.7085,346.7624,327.9508,320.4388,346.7624,861.9359,861.9359,603.1797,1,1
"2276","UNITED STATES",43.72516,"FEMALE","84000081",84000127,"YES",15.42,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",86.72,-0.7478,0.4763,-0.9178,"ISCED LEVEL 3.4",28.48,0.7327,-0.7291,0.3346,-0.8809,0.3503,-0.1497,-0.481,0.6075,0.7369,686.217,634.171,659.671,644.933,659.192,657.905,624.233,663.222,682.213,705.296,688.741,712.399,752.965,743.064,721.886,786.013,698.231,681.563,745.948,820.823,707.706,710.974,717.801,755.327,646.127,739.381,707.908,726.035,751.842,771.556,320.4388,327.9508,874.7687,932.7426,356.4207,356.4207,932.7426,861.9359,950.7085,874.7687,356.4207,874.7687,320.4388,874.7687,320.4388,356.4207,346.7624,320.4388,932.7426,932.7426,855.8202,845.3505,310.9142,291.5896,781.1779,781.1779,291.5896,316.9028,287.312,310.9142,781.1779,310.9142,855.8202,310.9142,855.8202,781.1779,787.4597,855.8202,291.5896,291.5896,787.4597,781.1779,287.312,316.9028,845.3505,845.3505,316.9028,291.5896,310.9142,287.312,845.3505,287.312,787.4597,287.312,787.4597,845.3505,855.8202,787.4597,316.9028,316.9028,346.7624,356.4207,950.7085,861.9359,327.9508,327.9508,861.9359,932.7426,874.7687,950.7085,327.9508,950.7085,346.7624,950.7085,346.7624,327.9508,320.4388,346.7624,861.9359,861.9359,603.1797,0,0
"2279","UNITED STATES",43.72516,"FEMALE","84000081",84004330,"YES",16.25,"NEVER MISSED SCHOOL FOR >3 MONTHS","2 TIMES OF WORKING FOR PAY PER WEEK","NATIVE STUDENT",63.31,-0.0707,0.1449,-0.9299,"ISCED LEVEL 6",74.66,0.9442,0.4062,0.3346,-0.5081,0.8882,-0.2532,0.1084,0.3712,-0.2873,550.233,531.452,547.119,522.989,524.357,539.99,540.673,550.552,522.997,493.392,737.35,712.223,757.282,662.96,650.194,636.618,644.83,615.781,657.227,643.99,662.53,642.979,657.859,647.003,706.546,616.967,640.548,620.886,630.399,599.571,329.3313,335.805,918.6862,984.5282,366.3117,364.9566,979.5707,905.2092,998.4386,923.3355,364.9566,923.3355,328.113,923.3355,329.3313,366.3117,356.3854,328.113,979.5707,984.5282,898.7864,892.2841,319.5423,298.5729,820.3968,824.5486,299.6814,325.6972,295.2851,318.3603,824.5486,318.3603,903.335,318.3603,898.7864,820.3968,826.9939,903.335,299.6814,298.5729,826.9939,824.5486,295.2851,324.4924,887.7911,892.2841,325.6972,299.6814,319.5423,294.1928,892.2841,294.1928,831.1792,294.1928,826.9939,887.7911,898.7864,831.1792,325.6972,324.4924,356.3854,364.9566,998.4386,909.7902,337.0518,335.805,905.2092,979.5707,918.6862,1003.492,335.805,1003.492,355.067,1003.492,356.3854,337.0518,329.3313,355.067,905.2092,909.7902,628.3673,1,0
"2281","UNITED STATES",43.72516,"FEMALE","84000081",84006033,"YES",15.42,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",75.54,-0.454,0.2647,-1.484,"ISCED LEVEL 3.4",56.38,-0.4873,0.4062,0.3346,-0.0508,0.1818,0.2284,-0.1552,-0.2004,-0.0991,540.317,575.664,506.768,562.64,569.049,586.765,557.337,562.607,571.029,523.688,663.841,574.331,631.593,658.508,600.772,623.53,582.287,638.413,648.208,568.035,672.783,653.575,649.433,672.341,617.641,659.269,630.797,659.542,634.304,621.019,320.4388,327.9508,874.7687,932.7426,356.4207,356.4207,932.7426,861.9359,950.7085,874.7687,356.4207,874.7687,320.4388,874.7687,320.4388,356.4207,346.7624,320.4388,932.7426,932.7426,855.8202,845.3505,310.9142,291.5896,781.1779,781.1779,291.5896,316.9028,287.312,310.9142,781.1779,310.9142,855.8202,310.9142,855.8202,781.1779,787.4597,855.8202,291.5896,291.5896,787.4597,781.1779,287.312,316.9028,845.3505,845.3505,316.9028,291.5896,310.9142,287.312,845.3505,287.312,787.4597,287.312,787.4597,845.3505,855.8202,787.4597,316.9028,316.9028,346.7624,356.4207,950.7085,861.9359,327.9508,327.9508,861.9359,932.7426,874.7687,950.7085,327.9508,950.7085,346.7624,950.7085,346.7624,327.9508,320.4388,346.7624,861.9359,861.9359,603.1797,0,1
"2282","UNITED STATES",43.72516,"MALE","84000081",84000642,"YES",16.08,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",68.7,-0.3243,-0.5691,0.646,"ISCED LEVEL 6",68.7,0.2167,-0.7291,-1.1402,0.1203,-0.3595,-1.2117,1.0886,0.4818,0.3074,653.822,636.313,649.689,610.465,598.41,639.865,664.585,614.998,643.014,668.492,687.78,711.111,647.435,675.849,570.754,638.969,719.85,639.532,628.077,662.977,689.448,704.393,713.091,702.127,664.59,655.585,728.985,675.634,674.426,703.518,284.8345,291.5119,777.5722,829.1046,316.8184,316.8184,829.1046,766.1653,845.0743,777.5722,316.8184,777.5722,284.8345,777.5722,284.8345,316.8184,308.2333,284.8345,829.1046,829.1046,760.729,751.4227,276.3682,259.1907,694.3804,694.3804,259.1907,281.6914,255.3884,276.3682,694.3804,276.3682,760.729,276.3682,760.729,694.3804,699.9642,760.729,259.1907,259.1907,699.9642,694.3804,255.3884,281.6914,751.4227,751.4227,281.6914,259.1907,276.3682,255.3884,751.4227,255.3884,699.9642,255.3884,699.9642,751.4227,760.729,699.9642,281.6914,281.6914,308.2333,316.8184,845.0743,766.1653,291.5119,291.5119,766.1653,829.1046,777.5722,845.0743,291.5119,845.0743,308.2333,845.0743,308.2333,291.5119,284.8345,308.2333,766.1653,766.1653,536.1598,0,0
"2283","UNITED STATES",70.71121,"FEMALE","84000082",84001867,"YES",15.42,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",81.92,0.2464,0.9146,0.203,"ISCED LEVEL 3.4",43.85,-0.2053,0.4062,0.3346,0.9323,2.7353,0.6056,2.2012,1.1237,2.942,400.204,382.365,369.796,372.307,395.384,389.036,420.081,412.774,408.163,384.376,508.653,437.302,495.352,458.297,475.151,507.208,526.168,530.304,501.019,533.153,462.56,455.95,444.161,425.814,515.655,480.566,500.292,457.349,458.688,463.918,1948.576,2445.771,870.0174,728.1446,1811.696,876.2914,881.391,2297.745,2270.328,817.7137,962.0894,819.842,1061.148,1859.909,746.7355,2381.076,748.3985,2210.074,2784.437,1947.739,1008.491,849.619,1990.108,2480.638,937.0202,1968.697,2002.781,806.3318,789.8739,2742.013,2144.339,2748.12,2344.375,979.7704,2479.572,1266.088,2484.263,755.242,997.3535,1034.239,1948.576,2445.771,870.0174,728.1446,1811.696,876.2914,881.391,2297.745,2270.328,817.7137,962.0894,819.842,1061.148,1859.909,746.7355,2381.076,748.3985,2210.074,2784.437,1947.739,1008.491,849.619,1990.108,2480.638,937.0202,1968.697,2002.781,806.3318,789.8739,2742.013,2144.339,2748.12,2344.375,979.7704,2479.572,1266.088,2484.263,755.242,997.3535,1034.239,1601.608,0,1
"2284","UNITED STATES",70.71121,"MALE","84000082",84002211,"YES",16.25,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",30.78,-0.005,-0.3293,-0.9641,"ISCED LEVEL 2",22.16,-1.2394,-0.7291,-1.1402,1.323,-0.0752,-0.0158,-0.2164,-0.1868,-1.6286,515.491,483.564,484.877,470.897,521.214,529.567,515.801,492.902,532.644,506.689,472.302,458.216,465.062,452.012,496.186,472.157,470.763,466.757,474.7,451.815,492.521,512.582,442.842,475.807,536.349,478.04,458.363,501.074,511.449,466.633,1683.835,1821.299,638.2782,654.5741,1633.037,608.4999,646.6223,1631.075,1650.627,730.3357,668.0784,770.7726,774.7567,1634.895,698.8547,2117.202,672.7816,1606.82,2029.636,1731.888,617.6088,727.6491,1679.114,1655.27,606.0686,1592.904,1689.807,659.0731,651.5415,1784.777,1735.019,1833.21,1948.135,610.831,1692.269,811.3869,1657.688,622.9747,854.4065,662.804,1683.835,1821.299,638.2782,654.5741,1633.037,608.4999,646.6223,1631.075,1650.627,730.3357,668.0784,770.7726,774.7567,1634.895,698.8547,2117.202,672.7816,1606.82,2029.636,1731.888,617.6088,727.6491,1679.114,1655.27,606.0686,1592.904,1689.807,659.0731,651.5415,1784.777,1735.019,1833.21,1948.135,610.831,1692.269,811.3869,1657.688,622.9747,854.4065,662.804,1243.448,0,1
"2286","UNITED STATES",70.71121,"FEMALE","84000082",84001794,"YES",15.92,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","FIRST-GENERATION STUDENT",84.14,1.7294,0.2442,0.1222,"ISCED LEVEL 6",28.48,-0.9673,0.4062,0.3346,0.3623,1.1447,-0.3623,0.6191,0.5885,1.4072,410.475,444.214,399.232,405.181,443.948,360.997,414.336,389.678,394.071,359.152,497.561,526.955,516.125,490.401,521.949,518.018,512.193,493.581,523.476,490.881,429.921,458.477,416.073,479.084,501.31,399.642,435.026,394.531,430.318,349.797,1660.338,1848.604,650.7344,622.3049,1543.705,655.4271,659.2414,1736.72,1715.997,698.8547,719.6002,700.6736,793.6917,1584.786,638.1935,2028.86,639.6148,1670.455,2104.58,1659.624,781.2424,738.5644,1695.048,1870.18,725.8767,1676.812,1705.842,700.9354,686.6287,2067.234,1826.412,2071.838,1996.791,758.9937,1869.376,980.7939,1872.913,656.5236,866.9884,801.1889,1660.338,1848.604,650.7344,622.3049,1543.705,655.4271,659.2414,1736.72,1715.997,698.8547,719.6002,700.6736,793.6917,1584.786,638.1935,2028.86,639.6148,1670.455,2104.58,1659.624,781.2424,738.5644,1695.048,1870.18,725.8767,1676.812,1705.842,700.9354,686.6287,2067.234,1826.412,2071.838,1996.791,758.9937,1869.376,980.7939,1872.913,656.5236,866.9884,801.1889,1286.044,0,1
"2287","UNITED STATES",70.71121,"MALE","84000082",84006150,"YES",16.17,"NEVER MISSED SCHOOL FOR >3 MONTHS","4 TIMES OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",79.74,-0.1242,0.0797,-0.5318,"ISCED LEVEL 2",24.98,-0.4482,0.4062,0.3346,0.0334,-0.3695,0.5411,-0.3257,0.6449,1.1314,440.506,522.903,500.552,451.585,417.405,415.782,490.332,484.101,499.189,419.803,552.665,524.961,571.204,520.911,539.462,561.753,554.63,604.07,596.078,548.503,486.335,490.842,481.615,448.534,454.733,474.473,460.725,485.218,489.819,477.391,1683.835,1821.299,638.2782,654.5741,1633.037,608.4999,646.6223,1631.075,1650.627,730.3357,668.0784,770.7726,774.7567,1634.895,698.8547,2117.202,672.7816,1606.82,2029.636,1731.888,617.6088,727.6491,1679.114,1655.27,606.0686,1592.904,1689.807,659.0731,651.5415,1784.777,1735.019,1833.21,1948.135,610.831,1692.269,811.3869,1657.688,622.9747,854.4065,662.804,1683.835,1821.299,638.2782,654.5741,1633.037,608.4999,646.6223,1631.075,1650.627,730.3357,668.0784,770.7726,774.7567,1634.895,698.8547,2117.202,672.7816,1606.82,2029.636,1731.888,617.6088,727.6491,1679.114,1655.27,606.0686,1592.904,1689.807,659.0731,651.5415,1784.777,1735.019,1833.21,1948.135,610.831,1692.269,811.3869,1657.688,622.9747,854.4065,662.804,1243.448,1,1
"2290","UNITED STATES",70.71121,"MALE","84000082",84007123,"YES",15.58,"NEVER MISSED SCHOOL FOR >3 MONTHS","4 TIMES OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",76.65,0.8173,0.845,-0.2999,"ISCED LEVEL 6",76.65,-0.3984,0.4062,0.3346,0.9341,0.7467,-0.3449,-0.0595,0.0497,0.9026,506.259,545.558,516.416,515.019,513.288,528.046,517.454,550.657,520.22,542.034,643.661,562.03,602.935,609.207,619.319,650.721,652.141,660.385,624.996,633.963,555.6,511.222,522.106,557.944,626.632,523.01,518.153,582.97,603.938,557.685,1417.932,1511.484,491.3863,509.4379,1318.328,494.9299,497.8101,1420.004,1403.06,572.1039,543.3886,573.5929,599.337,1353.411,522.4448,1732.652,523.6083,1365.823,1720.779,1417.323,509.4379,551.7177,1368.13,1417.932,473.3347,1353.411,1376.843,523.6083,512.921,1567.334,1474.159,1570.825,1611.677,494.9299,1417.323,639.5629,1420.004,490.4321,647.6522,522.4448,1417.932,1511.484,491.3863,509.4379,1318.328,494.9299,497.8101,1420.004,1403.06,572.1039,543.3886,573.5929,599.337,1353.411,522.4448,1732.652,523.6083,1365.823,1720.779,1417.323,509.4379,551.7177,1368.13,1417.932,473.3347,1353.411,1376.843,523.6083,512.921,1567.334,1474.159,1570.825,1611.677,494.9299,1417.323,639.5629,1420.004,490.4321,647.6522,522.4448,1012.469,1,1
"2293","UNITED STATES",70.71121,"FEMALE","84000082",84005906,"YES",15.75,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",81.92,1.2328,0.6224,1.7223,"ISCED LEVEL 7",68.7,2.2311,0.4062,0.3346,1.983,1.6579,0.1061,2.2012,1.2339,0.4071,551.579,532.483,532.424,548.034,523.533,594.028,513.043,557.074,559.947,500.787,568.541,562.134,551.114,671.453,598.032,601.77,576.197,651.787,578.693,564.803,542.657,550.654,493.466,539.959,506.923,569.276,565.028,564.246,535.253,489.776,1948.576,2445.771,870.0174,728.1446,1811.696,876.2914,881.391,2297.745,2270.328,817.7137,962.0894,819.842,1061.148,1859.909,746.7355,2381.076,748.3985,2210.074,2784.437,1947.739,1008.491,849.619,1990.108,2480.638,937.0202,1968.697,2002.781,806.3318,789.8739,2742.013,2144.339,2748.12,2344.375,979.7704,2479.572,1266.088,2484.263,755.242,997.3535,1034.239,1948.576,2445.771,870.0174,728.1446,1811.696,876.2914,881.391,2297.745,2270.328,817.7137,962.0894,819.842,1061.148,1859.909,746.7355,2381.076,748.3985,2210.074,2784.437,1947.739,1008.491,849.619,1990.108,2480.638,937.0202,1968.697,2002.781,806.3318,789.8739,2742.013,2144.339,2748.12,2344.375,979.7704,2479.572,1266.088,2484.263,755.242,997.3535,1034.239,1601.608,0,1
"2295","UNITED STATES",70.71121,"FEMALE","84000082",84004887,"YES",15.83,"NEVER MISSED SCHOOL FOR >3 MONTHS","10 OR MORE TIMES OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",75.43,-0.5792,-0.003,-1.7727,"ISCED LEVEL 3.4",31.08,1.1512,-0.7291,0.0978,-0.1177,0.4311,-0.1817,-0.3634,0.2635,-0.2549,493.807,448.737,476.941,496.064,496.881,454.724,485.698,469.399,481.576,485.622,600.655,528.671,560.006,572.991,562.886,547.194,567.673,554.429,591.756,575.438,549.043,453.696,446.539,474.258,512.978,421.101,533.371,465.906,503.999,479.633,1660.338,1848.604,650.7344,622.3049,1543.705,655.4271,659.2414,1736.72,1715.997,698.8547,719.6002,700.6736,793.6917,1584.786,638.1935,2028.86,639.6148,1670.455,2104.58,1659.624,781.2424,738.5644,1695.048,1870.18,725.8767,1676.812,1705.842,700.9354,686.6287,2067.234,1826.412,2071.838,1996.791,758.9937,1869.376,980.7939,1872.913,656.5236,866.9884,801.1889,1660.338,1848.604,650.7344,622.3049,1543.705,655.4271,659.2414,1736.72,1715.997,698.8547,719.6002,700.6736,793.6917,1584.786,638.1935,2028.86,639.6148,1670.455,2104.58,1659.624,781.2424,738.5644,1695.048,1870.18,725.8767,1676.812,1705.842,700.9354,686.6287,2067.234,1826.412,2071.838,1996.791,758.9937,1869.376,980.7939,1872.913,656.5236,866.9884,801.1889,1286.044,1,1
"2298","UNITED STATES",70.71121,"FEMALE","84000082",84000740,"YES",15.58,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",68.7,-0.9864,-0.1603,-0.5008,"ISCED LEVEL 4",21.64,0.0465,-0.7291,-1.1402,0.2405,2.1015,0.5616,0.5367,0.0849,1.2223,409.296,281.628,416.489,449.054,423.777,380.724,288.037,340.475,406.118,423.498,474.719,413.945,446.783,441.967,437.651,428.501,412.056,433.479,443.965,508.043,417.378,374.027,426.635,398.821,410.102,421.86,337.676,387.921,435.011,436.937,1948.576,2445.771,870.0174,728.1446,1811.696,876.2914,881.391,2297.745,2270.328,817.7137,962.0894,819.842,1061.148,1859.909,746.7355,2381.076,748.3985,2210.074,2784.437,1947.739,1008.491,849.619,1990.108,2480.638,937.0202,1968.697,2002.781,806.3318,789.8739,2742.013,2144.339,2748.12,2344.375,979.7704,2479.572,1266.088,2484.263,755.242,997.3535,1034.239,1948.576,2445.771,870.0174,728.1446,1811.696,876.2914,881.391,2297.745,2270.328,817.7137,962.0894,819.842,1061.148,1859.909,746.7355,2381.076,748.3985,2210.074,2784.437,1947.739,1008.491,849.619,1990.108,2480.638,937.0202,1968.697,2002.781,806.3318,789.8739,2742.013,2144.339,2748.12,2344.375,979.7704,2479.572,1266.088,2484.263,755.242,997.3535,1034.239,1601.608,0,1
"2301","UNITED STATES",70.71121,"MALE","84000082",84004463,"YES",15.92,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",74.66,-0.6975,-0.3851,-0.214,"ISCED LEVEL 6",65.01,0.1281,0.4062,0.3346,-0.0254,0.4018,-0.6741,-0.3842,-0.2628,0.1614,600.644,626.281,614.105,618.552,641.062,573.967,645.794,622.361,647.163,630.971,665.822,674.933,671.835,645.532,640.774,573.71,656.265,669.725,666.505,685.126,648.092,586.226,610.545,600.852,577.826,576.07,575.036,635.157,613.261,580.33,1683.835,1821.299,638.2782,654.5741,1633.037,608.4999,646.6223,1631.075,1650.627,730.3357,668.0784,770.7726,774.7567,1634.895,698.8547,2117.202,672.7816,1606.82,2029.636,1731.888,617.6088,727.6491,1679.114,1655.27,606.0686,1592.904,1689.807,659.0731,651.5415,1784.777,1735.019,1833.21,1948.135,610.831,1692.269,811.3869,1657.688,622.9747,854.4065,662.804,1683.835,1821.299,638.2782,654.5741,1633.037,608.4999,646.6223,1631.075,1650.627,730.3357,668.0784,770.7726,774.7567,1634.895,698.8547,2117.202,672.7816,1606.82,2029.636,1731.888,617.6088,727.6491,1679.114,1655.27,606.0686,1592.904,1689.807,659.0731,651.5415,1784.777,1735.019,1833.21,1948.135,610.831,1692.269,811.3869,1657.688,622.9747,854.4065,662.804,1243.448,0,0
"2304","UNITED STATES",70.71121,"FEMALE","84000082",84000991,"YES",15.92,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",81.92,0.0849,0.1192,-0.1437,"ISCED LEVEL 8",62.39,1.3325,0.4062,0.3346,0.3623,0.3349,0.9028,-0.168,-0.4246,-0.034,481.019,443.753,427.374,479.337,449.166,447.864,446.294,410.012,450.705,480.835,592.489,585.666,579.481,623.493,578.165,572.159,572.099,562.619,570.57,614.899,551.479,479.047,490.036,549.52,506.086,497.819,475.048,486.426,513.69,509.992,1660.338,1848.604,650.7344,622.3049,1543.705,655.4271,659.2414,1736.72,1715.997,698.8547,719.6002,700.6736,793.6917,1584.786,638.1935,2028.86,639.6148,1670.455,2104.58,1659.624,781.2424,738.5644,1695.048,1870.18,725.8767,1676.812,1705.842,700.9354,686.6287,2067.234,1826.412,2071.838,1996.791,758.9937,1869.376,980.7939,1872.913,656.5236,866.9884,801.1889,1660.338,1848.604,650.7344,622.3049,1543.705,655.4271,659.2414,1736.72,1715.997,698.8547,719.6002,700.6736,793.6917,1584.786,638.1935,2028.86,639.6148,1670.455,2104.58,1659.624,781.2424,738.5644,1695.048,1870.18,725.8767,1676.812,1705.842,700.9354,686.6287,2067.234,1826.412,2071.838,1996.791,758.9937,1869.376,980.7939,1872.913,656.5236,866.9884,801.1889,1286.044,0,1
"2306","UNITED STATES",70.71121,"MALE","84000082",84007693,"YES",15.92,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",76.49,0.275,-0.2695,-0.1918,"ISCED LEVEL 6",73.91,0.414,0.4062,0.3346,0.3623,0.4262,-0.1228,2.2012,-0.2103,0.3074,353.842,417.892,352.578,366.316,363.696,412.475,346.036,364.629,366.2,387.661,414.477,425.81,338.427,475.432,451.279,489.348,361.445,480.576,420.778,445.182,415.531,417.68,397.186,423.165,407.087,450.878,358.807,478.866,429.135,452.088,1683.835,1821.299,638.2782,654.5741,1633.037,608.4999,646.6223,1631.075,1650.627,730.3357,668.0784,770.7726,774.7567,1634.895,698.8547,2117.202,672.7816,1606.82,2029.636,1731.888,617.6088,727.6491,1679.114,1655.27,606.0686,1592.904,1689.807,659.0731,651.5415,1784.777,1735.019,1833.21,1948.135,610.831,1692.269,811.3869,1657.688,622.9747,854.4065,662.804,1683.835,1821.299,638.2782,654.5741,1633.037,608.4999,646.6223,1631.075,1650.627,730.3357,668.0784,770.7726,774.7567,1634.895,698.8547,2117.202,672.7816,1606.82,2029.636,1731.888,617.6088,727.6491,1679.114,1655.27,606.0686,1592.904,1689.807,659.0731,651.5415,1784.777,1735.019,1833.21,1948.135,610.831,1692.269,811.3869,1657.688,622.9747,854.4065,662.804,1243.448,0,0
